Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
ITRI;693852;USD;2020;FY;2020-12-31;2021-02-24;2022-02-28;40253000;40253000;2173350000;-1571183000;602167000;-515732000;-276920000;-194101000;-44711000;86435000;-46244000;-41003000;40191000;-96830000;-56639000;-238000;-56877000;;-57955000;-57955000
ITT;1056223;USD;2016;FY;2016-12-31;2017-02-17;2019-02-22;89200000;89900000;2405400000;-1644500000;760900000;-510800000;-430300000;-80500000;;250100000;-18200000;;231900000;26500000;258400000;-76000000;182400000;4200000;186100000;186100000
ITT;1056223;USD;2017;FY;2017-12-31;2018-02-16;2020-02-21;88300000;89000000;2585300000;-1765400000;819900000;-521400000;-427900000;-93500000;;298500000;-9900000;;288600000;20800000;309400000;-194600000;114800000;-1500000;113500000;113500000
ITT;1056223;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;87700000;88700000;2745100000;-1857900000;887200000;-520500000;-422100000;-98400000;;366700000;-6300000;-500000;360400000;30600000;391000000;-57700000;333300000;1300000;333700000;333700000
ITT;1056223;USD;2019;FY;2019-12-31;2020-02-21;2022-02-16;87700000;88600000;2846400000;-1936300000;910100000;-505100000;-407200000;-97900000;;405000000;2999999;4099999;407999999;6400000;414399999;-89900000;324499999;1700000;325099999;325099999
ITT;1056223;USD;2020;FY;2020-12-31;2021-02-19;2022-02-16;86700000;87300000;2477800000;-1695600000;782200000;-430100000;-345200000;-84900000;;352100000;-141300000;700000;210800000;-125600000;85200000;-15300000;69900000;4000000;72500000;72500000
ITW;378165;USD;2016;FY;2016-12-31;2017-02-10;2019-02-15;355000000;357100000;13599000000;-7908000000;5691000000;-2635000000;-2411000000;;-224000000;3056000000;-148000000;-237000000;2908000000;0;2908000000;-873000000;2035000000;;2035000000;2035000000
ITW;378165;USD;2017;FY;2017-12-31;2018-02-15;2019-02-15;344100000;346800000;14314000000;-8306000000;6008000000;-2618000000;-2412000000;;-206000000;3390000000;-215000000;-260000000;3175000000;95000000;3270000000;-1583000000;1687000000;;1687000000;1687000000
ITW;378165;USD;2018;FY;2018-12-31;2019-02-15;2021-02-12;335000000;337100000;14768000000;-8604000000;6164000000;-2580000000;-2391000000;;-189000000;3584000000;-190000000;-257000000;3394000000;;3394000000;-831000000;2563000000;;2563000000;2563000000
ITW;378165;USD;2019;FY;2019-12-31;2020-02-14;2022-02-11;323900000;325600000;14109000000;-8187000000;5922000000;-2361000000;-2361000000;;;3561000000;-114000000;-221000000;3447000000;-159000000;3288000000;-767000000;2521000000;;2521000000;2521000000
ITW;378165;USD;2020;FY;2020-12-31;2021-02-12;2022-02-11;316900000;318300000;12574000000;-7375000000;5199000000;-2163000000;-2163000000;;;3036000000;-178000000;-206000000;2858000000;-154000000;2704000000;-595000000;2109000000;;2109000000;2109000000
IVAC;639373;USD;2016;FY;2016-12-31;2017-02-15;2018-02-14;20761000;20761000;80124000;-49715000;30409000;-38072000;-19916000;-18156000;;-7663000;195000;195000;-7468000;278000;-7190000;-251000;-7441000;;-7441000;-7441000
IVAC;639373;USD;2017;FY;2017-12-31;2018-02-14;2019-02-13;21555000;22920000;112847000;-67184000;45663000;-41038000;-23314000;-17724000;;4625000;291000;291000;4916000;305000;5221000;-1103000;4118000;;4118000;4118000
IVAC;639373;USD;2018;FY;2018-12-31;2019-02-13;2019-02-13;22519000;22904000;95114000;-62420000;32694000;-37050000;-20188000;-16862000;;-4356000;516000;516000;-3840000;245000;-3595000;7176000;3581000;;3581000;3581000
IVAC;639373;USD;2019;FY;2019-12-31;2020-02-12;2021-02-17;23063000;23340000;108885000;-68017000;40868000;-36943000;-22634000;-14309000;;3925000;582000;574000;4507000;;4507000;-3359000;1148000;;1148000;1148000
IVAC;639373;USD;2020;FY;2020-12-31;2021-02-17;2022-02-17;23669000;24151000;52128000;-29711000;22417000;-31297000;-18092000;-13205000;;-8880000;156000;284000;-8724000;;-8724000;-1711000;-10435000;11491000;1056000;1056000
IVDN;258246;USD;2016;FY;2016-10-31;2017-02-07;2018-01-29;25125302;25125302;602062;-303544;298518;-865310;-865310;;;-566792;-65631;-63134;-632423;;-632423;;-632423;;-632423;-632423
IVDN;258246;USD;2017;FY;2017-10-31;2018-01-29;2019-03-13;25582984;25582984;367955;-216250;151705;-755836;-755836;;;-604131;-28924;-24078;-633055;;-633055;;-633055;;-633055;-633055
IVDN;258246;USD;2018;FY;2018-10-31;2019-08-15;2019-08-15;27122315;27122315;249682;-160534;89148;-648363;-648363;;;-559215;4590;-22660;-554625;;-554625;;-554625;;-554625;-554625
IVDN;258246;USD;2019;FY;2019-10-31;2020-03-25;2021-08-04;28708182;28708182;215975;-126645;89330;-577060;-577060;;;-487730;-32861;-18260;-520591;;-520591;;-520591;;-520591;-520591
IVDN;258246;USD;2020;FY;2020-10-31;2021-08-04;2022-02-15;30686451;30686451;202253;-131280;70973;-341132;-341132;;;-270159;-10584;-11417;-280743;;-280743;;-280743;;-280743;-280743
IVTY;103578;USD;2016;FY;2016-12-31;2017-03-20;2018-03-05;14868501;14868501;32461000;-8824000;23637000;-62317000;-52409000;-9908000;;-38680000;-1929000;-1885000;-40609000;;-40609000;;-40609000;;-40609000;-40609000
IVTY;103578;USD;2017;FY;2017-12-31;2018-03-05;2018-03-05;17051037;17051037;39619000;-11741000;27878000;-63137000;-54119000;-9018000;;-35259000;-2356000;-2148000;-37615000;-2303000;-39918000;;-39918000;;-39918000;-39918000
IVZ;378170;USD;2016;FY;2016-12-31;2017-02-23;2017-02-23;414700000;415000000;4734400000;-2786000000;1948400000;-772000000;-446300000;;;1176400000;30200000;-81200000;1206600000;;1206600000;-338300000;868300000;0;854200000;854200000
IVZ;378170;USD;2017;FY;2017-12-31;2018-02-23;2019-02-22;409400000;409900000;5160300000;-2986100000;2174200000;-793300000;-428700000;;;1380900000;150100000;-81400000;1531000000;-101800000;1429200000;-268200000;1161000000;;1127300000;1127300000
IVZ;378170;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;412400000;412500000;5314100000;-3102600000;2211500000;-869700000;-459200000;;;1341800000;-66800000;-90200000;1275000000;-136900000;1138100000;-255000000;883100000;;882800000;882800000
IVZ;378170;USD;2019;FY;2019-12-31;2020-03-02;2022-02-18;437800000;440500000;6117400000;-3602300000;2515100000;-1086600000;-539800000;;-52700000;1428500000;99000000;-107200000;1527500000;-554600000;972900000;-235100000;737800000;;688300000;564700000
IVZ;378170;USD;2020;FY;2020-12-31;2021-02-19;2022-02-18;459500000;462500000;6145599999;-3755500000;2390099999;-1138899999;-564100000;;-62500000;1251200000;103800000;-108800000;1355000000;-285900000;1069100000;-261600000;807500000;;761600000;524800000
J;378172;USD;2016;FY;2016-09-30;2016-11-22;2016-11-22;120133000;121483000;10964157000;-9196326000;1767831000;-1429233000;-1429233000;;;338598000;-10465000;-7412000;328133000;-41410000;286723000;-72208000;214515000;;210463000;210463000
J;378172;USD;2017;FY;2017-09-30;2017-11-21;2018-11-21;119370000;120147000;10022788000;-8250536000;1772252000;-1379983000;-1379983000;;;392269000;-9932000;-3287000;382337000;10880000;393217000;-105842000;287375000;;293727000;293727000
J;378172;USD;2018;FY;2018-09-30;2018-11-21;2020-11-24;137536000;138712000;10579773000;-8421223000;2158550000;-1771107000;-1771107000;;;387443000;-56462000;-67776000;330981000;;330981000;-325632000;5349000;167793000;163431000;163431000
J;378172;USD;2019;FY;2019-09-30;2019-11-25;2021-11-23;137907000;139206000;12737868000;-10260840000;2477028000;-2072177000;-2072177000;;;404851000;-53892000;-74380000;350959000;;350959000;-36954000;314005000;559214000;847979000;847979000
J;378172;USD;2020;FY;2020-09-30;2020-11-24;2021-11-23;131514000;132721000;13566975000;-10980307000;2586668000;-2050695000;-2050695000;;;535973000;-94770000;-57477000;441203000;;441203000;-55320000;385883000;137984000;491845000;491845000
JACK;682281;USD;2016;FY;2016-09-30;2016-11-22;2018-11-21;33735000;34146000;1162258000;-599427000;562831000;-362639000;-152147000;;-72786000;200192000;-24280000;-24280000;175912000;-8699000;167213000;-60740000;106473000;17600000;124073000;124073000
JACK;682281;USD;2017;FY;2017-09-30;2017-11-30;2019-11-21;30630000;30914000;1097291000;-551442000;545849000;-325301000;-117280000;;-67398000;220548000;-38148000;-38148000;182400000;21505000;203905000;-75332000;128573000;6759000;135332000;135332000
JACK;682281;USD;2018;FY;2018-09-30;2018-11-21;2020-11-18;28499000;28807000;869690000;-341432000;528258000;-322557000;-104816000;;-59422000;205701000;-45547000;-45547000;160154000;25913000;186067000;-81728000;104339000;17032000;121371000;121371000
JACK;682281;USD;2019;FY;2019-09-30;2019-11-21;2021-11-23;25823000;26068000;950107000;-248470000;701637000;-488325000;-76357000;;-55181000;213312000;-84967000;-84967000;128345000;-12573000;115772000;-24025000;91747000;2690000;94437000;94437000
JACK;682281;USD;2020;FY;2020-09-30;2020-11-18;2021-11-23;23125000;23269000;1021506000;-263146000;758360000;-537530000;-80841000;;-52798000;220830000;-66743000;-66743000;154087000;-31966000;122121000;-32727000;89394000;370000;89764000;89764000
JAGX;1076278;USD;2016;FY;2016-12-31;2017-05-26;2018-04-09;3481;3481;141523;-51966;89557;-13675542;-6468678;-7206864;;-13585985;-996595;-985549;-14582580;-151200;-14733780;;-14733780;;-14733780;-14733780
JAGX;1076278;USD;2017;FY;2017-12-31;2018-04-09;2019-04-10;13802;13802;4361186;-880405;3480781;-18600841;-14331386;-4269455;;-15120060;-1121083;-1209632;-16241143;-18908713;-35149856;13181242;-21968614;;-21968614;-21968614
JAGX;1076278;USD;2018;FY;2018-12-31;2019-04-10;2020-04-03;69903;69903;4416145;-2765746;1650399;-27263546;-22108798;-5154748;;-25613147;-2312994;-2628685;-27926141;-4219916;-32146057;;-32146057;;-32146057;-32146057
JAGX;1076278;USD;2019;FY;2019-12-31;2020-04-03;2021-03-31;1654947;1654947;5775000;-3816000;1959000;-26258000;-20438000;-5820000;;-24299000;-5650000;-5731000;-29949000;-8580000;-38529000;-10000;-38539000;;-38539000;-44726000
JAGX;1076278;USD;2020;FY;2020-12-31;2021-03-31;2022-03-11;12879595;12879595;9385000;-3280000;6105000;-27409000;-20996000;-6413000;;-21304000;-2602000;-2792000;-23906000;-9903000;-33809000;;-33809000;;-33809000;-38648000
JAKK;908372;USD;2016;FY;2016-12-31;2017-03-16;2019-03-18;1654200;1666500;706603000;-483582000;223021000;-205915000;-205915000;;;17106000;-11730000;-12924000;5376000;0;5376000;-4127000;1249000;;1243000;1243000
JAKK;908372;USD;2017;FY;2017-12-31;2018-03-16;2019-03-18;2134100;2134100;613111000;-457430000;155681000;-205223000;-205223000;;;-49542000;-9345000;-9792000;-58887000;-22535000;-81422000;-1606000;-83028000;;-83085000;-83085000
JAKK;908372;USD;2018;FY;2018-12-31;2019-03-18;2021-03-19;2310400;2310400;567810000;-412094000;155716000;-185142000;-185142000;;;-29426000;-9796000;-10175000;-39222000;-252000;-39474000;-2951000;-42425000;;-42368000;-42368000
JAKK;908372;USD;2019;FY;2019-12-31;2020-02-14;2022-03-16;2598000;2598000;598649000;-439304000;159345000;-161210000;-99580000;;-6527000;-1865000;-17008000;-15850000;-18873000;-34594000;-53467000;-1912000;-55379000;;-55548000;-55548000
JAKK;908372;USD;2020;FY;2020-12-31;2021-03-19;2022-03-16;3634000;3634000;515872000;-366107000;149765000;-134860000;-90424000;;-2846000;14905000;-21237000;-21540000;-6332000;-7077000;-13409000;-735000;-14144000;;-14274000;-14274000
JAN;165913;USD;2016;FY;2016-12-31;2017-03-31;2018-06-12;1210800;1210800;40459000;-28100000;12359000;-11240000;-11240000;;;1119000;-1159000;-1168000;-40000;0;-40000;-426000;-466000;;-466000;-466000
JAN;165913;USD;2017;FY;2017-12-31;2018-06-12;2018-06-12;1341600;1341600;41544000;-28399000;13145000;-13376000;-13376000;;;-231000;-946000;-894000;-1177000;5244000;4067000;1330000;5397000;;5397000;5397000
JAN;165913;USD;2018;FY;2018-12-31;2019-04-02;2019-04-02;1495000;1495000;36794000;-25741000;11053000;-17150000;-17150000;;;-6097000;-238000;-668000;-6335000;;-6335000;727000;-5608000;;-5608000;-5608000
JAN;165913;USD;2019;FY;2019-12-31;2020-04-06;2021-03-30;1763670;1763670;35097000;-27311000;7786000;-20217000;-20217000;;;-12431000;-432000;-1480000;-12863000;-2298000;-15161000;3197000;-11964000;;-11964000;-11964000
JAN;165913;USD;2020;FY;2020-12-31;2021-03-30;2022-04-01;1852147;1852147;33867000;-25040000;8827000;-17823000;-17823000;;;-8996000;-489000;-504000;-9485000;560000;-8925000;427000;-8498000;;-8498000;-8498000
JAZZ;364811;USD;2016;FY;2016-12-31;2017-04-25;2017-04-25;60500000;61870000;1487973000;-105386000;1382587000;-767183000;-502892000;-162297000;-101994000;615404000;-58570000;-61942000;556834000;-24388000;532446000;-135236000;396831000;;396831000;396831000
JAZZ;364811;USD;2017;FY;2017-12-31;2018-04-24;2019-02-26;60018000;61317000;1618693000;-110188000;1508505000;-894663000;-544156000;-198442000;-152065000;613842000;-87725000;-77756000;526117000;-85000000;441117000;47740000;487848000;;487848000;487848000
JAZZ;364811;USD;2018;FY;2018-12-31;2019-04-26;2021-02-23;59976000;61221000;1890922000;-121544000;1769378000;-1111644000;-683530000;-226616000;-201498000;657734000;-85375000;-78500000;572359000;-42896000;529463000;-80162000;447098000;;447098000;447098000
JAZZ;364811;USD;2019;FY;2019-12-31;2020-04-24;2022-03-01;56749000;57550000;2161761000;-127930000;2033831000;-1391482000;-736942000;-299726000;-354814000;642349000;-78072000;-72261000;564277000;-109975000;454302000;73154000;523367000;;523367000;523367000
JAZZ;364811;USD;2020;FY;2020-12-31;2021-02-23;2022-03-01;55712000;56517000;2363567000;-148917000;2214650000;-1449188000;-854233000;-335375000;-259580000;765462000;-102978000;-99707000;662484000;-387389000;275095000;-33517000;238616000;;238616000;238616000
JBGS;949711;USD;2016;FY;2016-12-31;2017-02-14;2019-02-26;100571000;100571000;478519000;-206841000;271678000;-158885000;;;-133343000;112793000;-49736000;-51781000;63057000;;63057000;-1083000;61974000;;61974000;61974000
JBGS;949711;USD;2017;FY;2017-12-31;2018-03-12;2020-02-25;105359000;105359000;543013000;-224620000;318393000;-341317000;;;-161659000;-22924000;-60496000;-58141000;-83420000;-5576000;-88996000;9912000;-79084000;;-71753000;-71753000
JBGS;949711;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;119176000;119176000;644182000;-252863000;391319000;-328968000;;;-211436000;62351000;-19870000;-74447000;42481000;3394000;45875000;738000;46613000;;39924000;39924000
JBGS;949711;USD;2019;FY;2019-12-31;2020-02-25;2022-02-22;130687000;130687000;647770000;-184444000;463326000;-375568000;;;-191580000;87758000;-48705000;-52695000;39053000;33789000;72842000;1302000;74144000;;65571000;65571000
JBGS;949711;USD;2020;FY;2020-12-31;2021-02-23;2022-02-22;133451000;133451000;602723000;-192259000;410464000;-407543000;;;-221756000;2921000;-83282000;-62321000;-80361000;8835000;-71526000;4265000;-67261000;;-62303000;-62303000
JBHT;378173;USD;2016;FY;2016-12-31;2017-02-23;2019-02-22;112474000;113361000;6555459000;-5008316000;1547143000;-826123000;-87053000;;-361510000;721020000;-25223000;-25223000;695797000;;695797000;-263707000;432090000;;432090000;432090000
JBHT;378173;USD;2017;FY;2017-12-31;2018-02-23;2019-02-22;109987000;111049000;7189568000;-5606757000;1582811000;-959022000;-125878000;;-383518000;623789000;-28550000;-28550000;595239000;;595239000;91024000;686263000;;686263000;686263000
JBHT;378173;USD;2018;FY;2018-12-31;2019-02-22;2021-02-23;109375000;110428000;8614874000;-6819764000;1795110000;-1114089000;-163270000;;-435893000;681021000;-40203000;-40203000;640818000;;640818000;-151233000;489585000;;489585000;489585000
JBHT;378173;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;107329000;108307000;9165258000;-7159858000;2005400000;-1271575000;-525046000;;-499145000;733825000;-52930000;-52930000;680895000;;680895000;-164575000;516320000;;516320000;516320000
JBHT;378173;USD;2020;FY;2020-12-31;2021-02-23;2022-02-25;105700000;106766000;9636573000;-7659322000;1977251000;-1264132000;-514433000;;-527375000;713119000;-47094000;-47094000;666025000;;666025000;-159990000;506035000;;506035000;506035000
JBL;79450;USD;2016;FY;2016-08-31;2016-10-20;2018-10-19;190413000;192750000;18353086000;-16825382000;1527704000;-1004871000;-935796000;-31954000;-37121000;522833000;-135788000;-127408000;387045000;;387045000;-132149000;254896000;;254095000;254095000
JBL;79450;USD;2017;FY;2017-08-31;2017-10-19;2018-10-19;181902000;185838000;19063121000;-17517478000;1545643000;-1135413000;-1070209000;-29680000;-35524000;410230000;-153997000;-125549000;256233000;;256233000;-129066000;127167000;;129090000;129090000
JBL;79450;USD;2018;FY;2018-08-31;2018-10-19;2020-10-22;172237000;175044000;22095416000;-20388624000;1706792000;-1164639000;-1087618000;-38531000;-38490000;542153000;-168752000;-131189000;373401000;;373401000;-285860000;87541000;;86330000;86330000
JBL;79450;USD;2019;FY;2019-08-31;2019-10-22;2021-10-22;155613000;158647000;25282000000;-23369000000;1913000000;-1186000000;-1111000000;-43000000;-32000000;727000000;-220000000;-167000000;507000000;-56000000;451000000;-162000000;289000000;;287000000;287000000
JBL;79450;USD;2020;FY;2020-08-31;2020-10-22;2021-10-22;151613000;155274000;27266000000;-25335000000;1931000000;-1274000000;-1175000000;-43000000;-56000000;657000000;-190000000;-159000000;467000000;-206000000;261000000;-204000000;57000000;;54000000;54000000
JBLU;720902;USD;2016;FY;2016-12-31;2017-02-17;2019-02-21;326500000;342200000;6584000000;-2104000000;4480000000;-3220000000;-1961000000;;-393000000;1260000000;-96000000;-104000000;1164000000;0;1164000000;-437000000;727000000;;727000000;727000000
JBLU;720902;USD;2017;FY;2017-12-31;2018-02-16;2019-02-21;328700000;330400000;7012000000;-2482000000;4530000000;-3537000000;-2158000000;;-446000000;993000000;-79000000;-89000000;914000000;0;914000000;211000000;1125000000;;1125000000;1125000000
JBLU;720902;USD;2018;FY;2018-12-31;2019-02-21;2021-03-02;312900000;314500000;7658000000;-5134000000;2524000000;-1823000000;-294000000;;-469000000;701000000;-47000000;-57000000;654000000;-435000000;219000000;-30000000;189000000;;189000000;189000000
JBLU;720902;USD;2019;FY;2019-12-31;2020-02-18;2022-02-22;296600000;298400000;8094000000;-5359000000;2735000000;-1921000000;-290000000;;-525000000;814000000;-32000000;-47000000;782000000;-14000000;768000000;-199000000;569000000;;569000000;569000000
JBLU;720902;USD;2020;FY;2020-12-31;2021-03-02;2022-02-22;277500000;279500000;2957000000;-3547000000;-590000000;-1407000000;-110000000;;-535000000;-1997000000;-179000000;-156000000;-2176000000;283000000;-1893000000;539000000;-1354000000;;-1354000000;-1354000000
JCG;181659;USD;2016;FY;2017-01-31;2017-03-21;2018-08-28;63395000;65918000;2431595000;-1550305000;881290000;-824290000;-824290000;;;57000000;-79359000;-79359000;-22359000;-8187000;-30546000;6815000;-23731000;;-23731000;-23731000
JCG;181659;USD;2017;FY;2018-01-31;2018-03-27;2018-08-28;63395000;65918000;2373695000;-1476064000;897631000;-872681000;-872681000;;;24950000;-110513000;-110513000;-85563000;-141187000;-226750000;103551000;-123199000;;-123199000;-123199000
JCG;181659;USD;2018;FY;2019-01-31;2019-03-20;2019-03-20;63395000;65918000;2483994000;-1648330000;835664000;-824031000;-824031000;;;11633000;-137497000;-137497000;-125864000;-10765000;-136629000;16550000;-120079000;;-120079000;-120079000
JCI;360440;USD;2016;FY;2016-09-30;2016-11-23;2018-11-20;667400000;672600000;20837000000;-15183000000;5654000000;-4190000000;-4190000000;;;1464000000;-115000000;-289000000;1349000000;-288000000;1061000000;-197000000;864000000;-1516000000;-868000000;-868000000
JCI;360440;USD;2017;FY;2017-09-30;2017-11-21;2019-11-21;935300000;944600000;22835000000;-15305000000;7530000000;-5723000000;-5723000000;;;1807000000;-309000000;-466000000;1498000000;-347000000;1151000000;-322000000;829000000;990000000;1611000000;1611000000
JCI;360440;USD;2018;FY;2018-09-30;2018-11-20;2020-11-16;925700000;931700000;23400000000;-15733000000;7667000000;-5642000000;-5642000000;;;2025000000;-224000000;-401000000;1801000000;-255000000;1546000000;-197000000;1349000000;1034000000;2162000000;2162000000
JCI;360440;USD;2019;FY;2019-09-30;2019-11-21;2021-11-15;870200000;874300000;23968000000;-16275000000;7693000000;-6244000000;-6244000000;;;1449000000;-158000000;-350000000;1291000000;-235000000;1056000000;233000000;1289000000;4598000000;5674000000;5674000000
JCI;360440;USD;2020;FY;2020-09-30;2020-11-16;2021-11-15;751000000;753600000;22317000000;-14906000000;7411000000;-5665000000;-5665000000;;;1746000000;-60000000;-231000000;1686000000;-783000000;903000000;-108000000;795000000;;631000000;631000000
JCOM;625587;USD;2016;FY;2016-12-31;2017-03-01;2018-03-01;47668357;47963226;874255000;-147100000;727155000;-484589000;-446543000;-38046000;;242566000;-31127000;-41370000;211439000;;211439000;-59000000;152439000;;152439000;152439000
JCOM;625587;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;47586242;48669027;1117838000;-172313000;945525000;-699817000;-653813000;-46004000;;245708000;-45742000;-67777000;199966000;;199966000;-60541000;139425000;;139425000;139425000
JCOM;625587;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;47950746;48927791;1207295000;-201074000;1006221000;-761941000;-713571000;-48370000;;244280000;-66620000;-61987000;177660000;-73000;177587000;-44760000;128687000;;128687000;128687000
JCOM;625587;USD;2019;FY;2019-12-31;2020-03-02;2022-03-15;47647397;49025684;1050464000;-187332000;863132000;-774909000;-730258000;-44651000;;88223000;-29191000;-26886000;59032000;-4211000;54821000;-13760000;40893000;177913000;218806000;218806000
JCOM;625587;USD;2020;FY;2020-12-31;2021-03-01;2022-03-15;46308825;47122511;1158829000;-178403000;980426000;-842086000;-784938000;-57148000;;138340000;-56123000;-56188000;82217000;-3869000;78348000;-38350000;28660000;122008000;150668000;150668000
JCP;180279;USD;2016;FY;2017-01-31;2017-03-24;2018-05-30;305900000;305900000;12547000000;-8071000000;4476000000;-4062000000;-3538000000;;-609000000;414000000;-363000000;-363000000;51000000;-49000000;2000000;-1000000;1000000;;1000000;1000000
JCP;180279;USD;2017;FY;2018-01-31;2018-03-02;2018-05-30;311100000;311100000;12506000000;-8174000000;4332000000;-4195000000;-3468000000;;-570000000;137000000;-325000000;-325000000;-188000000;-54000000;-242000000;126000000;-116000000;;-116000000;-116000000
JCP;180279;USD;2018;FY;2019-01-31;2019-03-19;2019-03-19;315700000;315700000;12019000000;-7870000000;4149000000;-4155000000;-3596000000;;-556000000;-6000000;-313000000;-313000000;-319000000;48000000;-271000000;16000000;-255000000;;-255000000;-255000000
JCP;180279;USD;2019;FY;2020-01-31;2020-03-20;2020-03-20;320200000;320200000;11167000000;-7013000000;4154000000;-4162000000;-3585000000;;-544000000;-8000000;-293000000;-293000000;-301000000;36000000;-265000000;-3000000;-268000000;;-268000000;-268000000
JCS;945747;USD;2016;FY;2016-12-31;2017-03-31;2018-04-06;2207946;2207946;99352934;-72771393;26581541;-35185924;-35185924;;;-8604383;-4149560;-119627;-12753943;4897345;-7856598;-256950;-8113548;;-8113548;-8113548
JCS;945747;USD;2017;FY;2017-12-31;2018-04-06;2019-03-08;2235631;2235631;82322618;-61486379;20836239;-28699138;-28699138;;;-7862899;-18436;-71428;-7881335;-3978800;-11860135;34503;-11825632;;-11825632;-11825632
JCS;945747;USD;2018;FY;2018-12-31;2019-03-08;2019-03-08;2277194;2277194;65762946;-44455697;21307249;-27501691;-27501691;;;-6194442;261200;-38355;-5933242;-453226;-6386468;-405267;-6791735;;-6791735;-6791735
JCS;945747;USD;2019;FY;2019-12-31;2020-03-17;2021-03-31;2318065;2334356;50906179;-28720367;22185812;-22176598;-22176598;;;9214;246504;-38440;255718;-20368;235350;15269;250619;6218430;6469049;6469049
JCS;945747;USD;2020;FY;2020-12-31;2021-03-31;2022-03-14;2330668;2330668;8079562;-5762650;2316912;-7256837;-7052198;;-204639;-4939925;643529;-28514;-4296396;-396287;-4692683;-14566;-4707249;4535591;-171658;-171658
JEF;378180;USD;2016;FY;2016-11-30;2017-02-27;2018-02-27;396453348;396781224;10875254000;-7772147000;3103107000;-2941275000;-831892000;;-211593000;161832000;;;161832000;154598000;316430000;-122109000;194321000;0;130001000;125938000
JEF;378180;USD;2017;FY;2017-11-30;2018-02-27;2018-02-27;393234396;395908668;12407854000;-8124327000;4283527000;-3194812000;-817620000;;-208910000;1088715000;;;1088715000;-74901000;1013814000;-760967000;252847000;0;171726000;167351000
JEF;378180;USD;2018;FY;2018-11-30;2019-01-29;2021-01-29;370874748;375161700;5009728000;-307071000;4702657000;-3128637000;-961328000;;-120317000;1574020000;-1334943000;-1334943000;239077000;57023000;296100000;-19008000;277092000;773984000;1026788000;1022318000
JEF;378180;USD;2019;FY;2019-11-30;2020-01-29;2022-01-28;310694000;317032000;5358656000;-319641000;5039015000;-3210545000;-1009643000;;-152871000;1828470000;-1552857000;-1552857000;275613000;202995000;478608000;483955000;962563000;;964696000;959593000
JEF;378180;USD;2020;FY;2020-11-30;2021-01-08;2022-01-28;266386000;272881000;6955930000;-338588000;6617342000;-4444850000;-1078956000;;-158439000;2172492000;-1029926000;-1029926000;1142566000;-75483000;1067083000;-298673000;768410000;;775239000;769605000
JELD;1077371;USD;2016;FY;2016-12-31;2017-02-08;2018-03-06;17992879;17992879;3666799000;-2892248000;774551000;-565619000;-565619000;;;208932000;-64765000;-77590000;144167000;-13847000;130320000;246394000;380505000;-3324000;377181000;-19466000
JELD;1077371;USD;2017;FY;2017-12-31;2018-03-06;2020-02-24;97460676;101462135;3763749000;-2916232000;847517000;-573004000;-573004000;;;274513000;-119156000;-79034000;155357000;-13056000;142301000;-137818000;8122000;;8122000;-2340000
JELD;1077371;USD;2018;FY;2018-12-31;2019-03-01;2021-02-23;104530572;106360657;4346847000;-3428311000;918536000;-734166000;-734166000;;;184370000;-35931000;-70818000;148439000;-17328000;131111000;10058000;141907000;;141907000;141907000
JELD;1077371;USD;2019;FY;2019-12-31;2020-02-24;2022-02-22;100618105;101464325;4289761000;-3417222000;872539000;-660574000;-660574000;;;211965000;-70369000;-71778000;141596000;-21551000;120045000;-57074000;62971000;;62971000;62971000
JELD;1077371;USD;2020;FY;2020-12-31;2021-02-23;2022-02-22;100633392;101681981;4235677000;-3333770000;901907000;-702715000;-702715000;;;199192000;-72048000;-74800000;127144000;-10469000;116675000;-25089000;91586000;;91586000;91586000
JHG;1234774;USD;2016;FY;2016-12-31;2017-02-08;2019-02-26;109100000;111100000;1018200000;-547100000;471100000;-239000000;-123700000;;-27800000;232100000;-8500000;-6600000;223600000;-11700000;211900000;-34600000;177300000;;189000000;189000000
JHG;1234774;USD;2017;FY;2017-12-31;2018-02-27;2020-02-26;160700000;162300000;1818300000;-939000000;879300000;-437000000;-233400000;;-52800000;442300000;-12900000;-11900000;429400000;18000000;447400000;211000000;658400000;;655500000;655500000
JHG;1234774;USD;2018;FY;2018-12-31;2019-02-26;2021-02-24;195000000;195900000;2306400000;-1106600000;1199800000;-542800000;-291600000;;-62600000;657000000;52900000;-15700000;709900000;-48100000;661800000;-162200000;499600000;;523800000;523800000
